car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
CarID197,Hyundai Elite i20 Sportz Plus BSIV,5000,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm
CarID198,Maruti Ciaz 1.3 Alpha,37000,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID199,Tata Tigor 1.2 Revotron XZ,14000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID200,Maruti Ertiga VDI,70000,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
CarID201,Toyota Etios GD,120000,Manual,First Owner,,,,
CarID202,Honda City i VTEC S,50000,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
CarID203,Honda Brio S MT,60000,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
CarID204,Maruti Wagon R LXI CNG,50000,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm
CarID205,Maruti Swift Dzire VXI,50000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
CarID206,Hyundai i20 Sportz 1.2,70000,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
CarID207,Maruti Omni E 8 Str STD,90000,Manual,Second Owner,,,,
CarID208,Maruti Wagon R AMT VXI,35000,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
CarID209,Maruti Swift Dzire VXI 1.2,20000,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID210,Maruti Alto 800 LXI,20000,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID211,Maruti Swift Dzire AMT VXI BS IV,7800,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID212,Maruti Swift VXI Optional,20000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID213,Tata Hexa XE,15000,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
CarID214,Hyundai i20 Magna,31377,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
CarID215,Maruti Swift Dzire VDI,50000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
CarID216,Maruti Wagon R VXI BS IV,60000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID217,Toyota Corolla Altis 1.8 VL AT,100000,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm
CarID218,Honda Brio S MT,60000,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
CarID219,Maruti Baleno Alpha Automatic,5000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
CarID220,Tata Safari Storme EX,60000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
CarID221,Maruti Alto LXi,25000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID222,Renault KWID RXT,30000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
CarID223,Datsun GO T BSIV,80000,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
CarID224,Maruti Vitara Brezza VDi Option,75000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID225,Hyundai Xcent 1.2 VTVT SX,32000,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID226,Maruti Alto 800 LXI,40000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID227,Hyundai i20 1.2 Sportz,93000,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
CarID228,Tata Zest Revotron 1.2 XT,60000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
CarID229,Maruti Swift 1.3 VXi,120000,Manual,Second Owner,,,,
CarID230,Nissan Sunny XL,37000,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm
CarID231,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,15000,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm
CarID232,Nissan Micra Active XV S,80000,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm
CarID233,Maruti Wagon R LXI Optional,140000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID234,Mahindra Ssangyong Rexton RX5,70000,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,340Nm@ 1800-3250rpm
CarID235,Mahindra Quanto C8,120000,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
CarID236,Maruti Ritz LDi,110000,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
CarID237,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,37000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID238,Renault KWID RXT,44000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
CarID239,Maruti Ertiga VDI,80000,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
CarID240,Mahindra XUV500 W4,125000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID241,Maruti Eeco 5 Seater AC BSIV,13500,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
CarID242,Hyundai Santro Xing GLS,75000,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm
CarID243,Hyundai Accent GLE,120000,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)"
CarID244,Mahindra XUV500 W8 2WD,120000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID245,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,70000,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm
CarID246,Maruti Swift Dzire VDI,70000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID247,Honda Amaze S CVT Petrol BSIV,15000,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
CarID248,Hyundai i10 Sportz 1.2,53000,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
CarID249,Maruti Swift Dzire VDI,120000,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID250,Maruti Ertiga SHVS ZDI Plus,70000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID251,Hyundai Getz 1.3 GVS,120000,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)"
CarID252,Hyundai i20 1.2 Magna,100000,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
CarID253,Tata Indica DLS,110000,Manual,Second Owner,,,,
CarID254,Maruti Swift LXI Optional-O,100000,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm
CarID255,Tata Indica Vista TDI LS,162500,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm
CarID256,Hyundai i20 2015-2017 Asta 1.4 CRDi,39000,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
CarID257,Maruti Ignis 1.3 Alpha,75000,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID258,Tata Hexa XTA,50000,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm
CarID259,Mahindra Marazzo M6 8Str,40000,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm
CarID260,Hyundai Verna 1.6 CRDI,92500,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm
CarID261,Maruti Swift Dzire VDI,158000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID262,Maruti Swift Dzire LDi,120000,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
CarID263,Honda City i DTEC V,50000,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID264,Maruti Swift Dzire ZDi,110000,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
CarID265,Hyundai Xcent 1.2 CRDi E,2000,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm
CarID266,Toyota Fortuner 3.0 Diesel,181000,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm
CarID267,Tata Tiago 1.05 Revotorq XZ,70000,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm
CarID268,Nissan Sunny XL AT Special Edition,90000,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,134Nm@ 4000rpm
CarID269,Hyundai Elite i20 Magna Plus BSIV,2000,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm
CarID270,Maruti Swift Dzire VXI,20000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
CarID271,Toyota Innova 2.5 GX 7 STR,120000,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
CarID272,Mahindra Thar CRDe,35000,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm
CarID273,Maruti Swift Dzire ZDi,193000,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
CarID274,Maruti Swift 1.2 DLX (Only Delhi),80000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID275,Datsun GO D Petrol,40000,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm
CarID276,Hyundai i20 Asta 1.4 CRDi,70000,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
CarID277,Mahindra Scorpio LX,122358,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID278,Tata Sumo Gold EX BSIII,75000,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm
CarID279,Tata Tiago Wizz 1.05 Revotorq,120000,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm
CarID280,Tata Zest Revotron 1.2 XT,40000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
CarID281,Hyundai Accent GLE,95200,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)"
CarID282,Honda Brio Exclusive Edition,33033,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
CarID283,Hyundai Grand i10 AT Asta,63063,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID284,Tata Manza Club Class Quadrajet90 LX,60000,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm
CarID285,Maruti Alto LX,45000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID286,Tata New Safari DICOR 2.2 EX 4x2,80000,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
CarID287,Mahindra Bolero SLE,170000,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
CarID288,Mahindra Bolero DI DX 7 Seater,207890,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
CarID289,Mercedes-Benz GL-Class 220d 4MATIC Sport,7976,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm
CarID290,Maruti Omni E MPI STD BS IV,35000,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm
CarID291,Hyundai Grand i10 Sportz,35000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID292,Hyundai Grand i10 Sportz,35000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID293,Hyundai i10 Sportz AT,50000,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
CarID294,Maruti Swift VXI Deca,20000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID295,Hyundai i10 Sportz AT,20000,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
CarID296,Maruti Swift VXI,50000,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID297,Maruti Swift VXI,50000,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID298,Mahindra Bolero 2011-2019 ZLX,120000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
CarID299,Hyundai Verna 1.6 SX VTVT (O),70000,Manual,First Owner,17.1 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
CarID300,Hyundai i20 Active 1.2,50000,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm
CarID301,Maruti Baleno Zeta,16500,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID302,Hyundai i20 1.2 Asta,70000,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
CarID303,Maruti Alto LXI,99361,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID304,Maruti Swift Dzire VDI,25000,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID305,Maruti Swift Dzire VXI,70000,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID306,Hyundai Grand i10 CRDi Sportz,80000,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm
CarID307,Maruti Swift 1.3 VXi,70000,Manual,Second Owner,,,,
CarID308,Maruti Swift Dzire VXI,70000,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID309,Chevrolet Beat LS,60000,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm
CarID310,Tata Tigor 1.2 Revotron XZA,10000,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID311,Maruti 800 Std,80000,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID312,Honda City i-DTEC VX,30000,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm
CarID313,Honda City i-DTEC VX,33000,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm
CarID314,Maruti Ertiga VXI,90000,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm
CarID315,Nissan Terrano XV Premium 110 PS,80100,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm
CarID316,Honda City i VTEC VX,120000,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
CarID317,Mahindra Willys CJ 3B 4X4,10000,Manual,Third Owner,,,,
CarID318,Renault KWID RXL,40000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
CarID319,Toyota Innova 2.5 GX (Diesel) 8 Seater,160000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
CarID320,Maruti Wagon R VXI BS IV,47000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID321,Hyundai Creta 1.4 CRDi S Plus,25000,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm
CarID322,Tata Tiago 1.2 Revotron XZ,26000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID323,Hyundai Grand i10 1.2 CRDi Sportz,29000,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
CarID324,Maruti Baleno Zeta Automatic,50000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
CarID325,Maruti Swift ZXI ABS,58000,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)"
CarID326,Maruti Swift Dzire VXi AT,120000,Automatic,First Owner,17.4 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID327,Maruti Swift LXI Option,50000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID328,Hyundai i20 1.2 Asta,80000,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
CarID329,Maruti Zen LXI,60000,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
CarID330,Maruti Celerio LXI,36000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID331,Toyota Innova 2.5 V Diesel 8-seater,120000,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
CarID332,Maruti Ritz LDi,185000,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
CarID333,Nissan Micra Diesel XV,50000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
CarID334,Maruti Zen LXI,100000,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
CarID335,Hyundai Verna 1.6 SX VTVT (O),50000,Manual,Second Owner,17.1 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
CarID336,Maruti Zen Estilo LXI BSIII,80000,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID337,Hyundai Santro Xing XL,60000,Manual,Second Owner,,,,
CarID338,Maruti Alto LX,80000,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID339,Maruti Swift Dzire ZDi,90000,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
CarID340,Maruti A-Star Vxi,162000,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
CarID341,Maruti Ertiga VDI,110000,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
CarID342,Maruti Swift Ldi BSIII,120000,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm
CarID343,Nissan Micra Diesel XV,45000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
CarID344,Maruti Wagon R LXI,90000,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID345,Ford Figo Diesel Titanium,90000,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID346,Mahindra XUV300 W8 Option BSIV,16500,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm
CarID347,Hyundai Creta 1.6 CRDi AT SX Plus,67000,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID348,Maruti Swift VXI BSIV,52000,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID349,Datsun GO T Option BSIV,40000,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
CarID350,Hyundai Grand i10 Asta,40000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID351,Toyota Fortuner 2.8 2WD MT BSIV,35000,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm
CarID352,Renault KWID RXL,13000,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,72Nm@ 4386rpm
CarID353,Honda Brio 1.2 VX MT,40000,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
CarID354,Volkswagen Ameo 1.2 MPI Comfortline Plus,10000,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm
CarID355,Nissan Sunny XV Special Edition,9000,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm
CarID356,Toyota Etios Liva GD SP,70000,Manual,Second Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm
CarID357,Hyundai i10 Sportz,60000,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
CarID358,Renault Duster 85PS Diesel RxL,40000,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
CarID359,Mahindra XUV500 W8 2WD,93000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID360,Toyota Innova 2.5 V Diesel 7-seater,80000,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
CarID361,Tata Indigo CS eGLX BS IV,50000,Manual,Second Owner,15.64 kmpl,1193 CC,64.08 bhp,100Nm@ 2700rpm
CarID362,Hyundai Elantra SX AT,68000,Automatic,First Owner,14.5 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm
CarID363,Mercedes-Benz New C-Class 220 CDI AT,25000,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm
CarID364,Tata Nano STD,18000,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,51Nm@ 4000rpm
CarID365,Nissan Micra Diesel XL,120000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
CarID366,Maruti Wagon R LXI,35000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID367,Maruti Swift Dzire VDI,60000,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID368,Hyundai i10 Magna,70000,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
CarID369,Renault KWID RXT,30000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
CarID370,Volkswagen GTI 1.8 TSI,70000,Automatic,First Owner,16.34 kmpl,1798 CC,189.3 bhp,250Nm@ 1250-5300rpm
CarID371,Jaguar XE 2016-2019 2.0L Diesel Prestige,9000,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
CarID372,Lexus ES 300h,20000,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm
CarID373,Jaguar XF 2.0 Diesel Portfolio,45000,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
CarID374,Tata Safari Storme EX,110000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
CarID375,Volvo XC40 D4 Inscription BSIV,20000,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm
CarID376,Toyota Camry 2.5 Hybrid,68089,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm
CarID377,Maruti Wagon R LXI,58343,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
CarID378,Maruti Baleno Alpha 1.3,38817,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID379,Honda Jazz VX,56494,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
CarID380,Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
CarID381,Maruti Swift AMT VVT VXI,5621,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID382,Toyota Etios VX,25538,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm
CarID383,Maruti Swift AMT ZXI,69779,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID384,Hyundai Grand i10 1.2 CRDi Sportz,56290,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
CarID385,BMW X4 M Sport X xDrive20d,7500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
CarID386,BMW X4 M Sport X xDrive20d,8500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
CarID387,Honda Amaze V CVT Petrol BSIV,7032,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
CarID388,Skoda Rapid 1.6 MPI AT Elegance,11000,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm
CarID389,Volvo V40 D3 R-Design,2000,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm
CarID390,Hyundai i10 Magna,106000,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
CarID391,Toyota Etios Liva Diesel TRD Sportivo,162000,Manual,Third Owner,,,,
CarID392,Honda CR-V 2.4L 4WD AT,120000,Automatic,Second Owner,11.1 kmpl,2354 CC,158.8 bhp,218Nm@ 4200rpm
CarID393,Maruti Swift Dzire VDI,90000,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID394,Hyundai Verna 1.6 SX CRDi (O),70000,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
CarID395,Toyota Innova 2.5 G1 Diesel 8-seater,240000,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
CarID396,Maruti SX4 Celebration Diesel,100000,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
